,id_x,person_mbti,mbti_test,character,movie,new_title,genre_ids,id_y,popularity,release_date,title,vote_average,vote_count
15,1,INTP,16Personalities,Benoit Blanc,Glass Onion: A Knives Out Mystery,Glass Onion: A Knives Out Mystery,"[35, 80, 9648]",661374,135.911,2022-11-12,Glass Onion: A Knives Out Mystery,7.049,5168
16,1,INTP,16Personalities,Stephen Strange,Doctor Strange,Doctor Strange,"[28, 12, 14]",284052,397.711,2016-10-25,Doctor Strange,7.422,21619
17,1,INTP,16Personalities,J Robert Oppenheimer,Oppenheimer,Oppenheimer,"[18, 36]",872585,629.301,2023-07-19,Oppenheimer,8.097,8149
18,1,INTP,16Personalities,Puss in Boots,Puss in Boots: The Last Wish,Puss in Boots: The Last Wish,"[16, 12, 14, 35, 10751]",315162,165.995,2022-12-07,Puss in Boots: The Last Wish,8.235,7287
19,1,INTP,16Personalities,Loki,Avengers: Infinity War,Avengers: Infinity War,"[12, 28, 878]",299536,295.276,2018-04-25,Avengers: Infinity War,8.2,28927
20,2,INFP,Truity,Amélie Poulain,Amélie,Amélie,"[35, 10749]",194,44.483,2001-04-25,Amélie,7.909,11185
21,2,INFP,Truity,V,V for Vendetta,V for Vendetta,"[28, 53, 878]",752,54.126,2006-02-23,V for Vendetta,7.9,14095
22,2,INFP,Truity,Ellen Ripley,Alien,Alien,"[27, 878]",348,462.271,1979-05-25,Alien,8.153,13989
23,2,INFP,Truity,Mathilda,Mathilda,Mathilda,[],407934,1.954,2012-07-31,Mathilda,7.4,8
24,2,INFP,Truity,Willy Wonka,Willy Wonka & the Chocolate Factory (1971),Willy Wonka & the Chocolate Factory,"[10751, 14, 35]",252,71.783,1971-06-29,Willy Wonka & the Chocolate Factory,7.503,3431
25,2,INFP,Truity,Remus Lupin,Harry Potter,Harry Potter and the Philosopher's Stone,"[12, 14]",671,169.942,2001-11-16,Harry Potter and the Philosopher's Stone,7.913,26591
26,2,INFP,Truity,WALL.E,WALL.E (2008),WALL·E,"[16, 10751, 878]",10681,131.522,2008-06-22,WALL·E,8.1,18247
27,2,INFP,Truity,Waymond Wang,Everything Everywhere All at Once,Everything Everywhere All at Once,"[28, 12, 878]",545611,86.993,2022-03-24,Everything Everywhere All at Once,7.791,6084
28,2,INFP,Truity,Morticia,The Addams Family,The Addams Family,"[10751, 16, 35, 14]",481084,50.635,2019-10-10,The Addams Family,6.623,2226
29,3,ENFJ,Sakinorva,Wanda,Avengers: Endgame,Avengers: Endgame,"[12, 878, 28]",299534,270.643,2019-04-24,Avengers: Endgame,8.3,24916
30,3,ENFJ,Sakinorva,Joy,Inside Out,Inside Out,"[16, 10751, 12, 18, 35]",150540,331.396,2015-06-09,Inside Out,7.914,20372
31,3,ENFJ,Sakinorva,Jack,Titanic,Titanic,"[18, 10749]",597,134.948,1997-11-18,Titanic,7.905,24673
32,3,ENFJ,Sakinorva,Grace Le domas,Ready or Not,Ready or Not,"[35, 27, 53]",567609,209.609,2019-08-21,Ready or Not,7.059,4185
33,4,INTP,Cognitive functions self-typing,Naomi Misora,Death Note (2006),Death Note,"[14, 9648, 53]",16007,25.649,2006-06-17,Death Note,7.034,668
34,4,INTP,Cognitive functions self-typing,Yoriichi Tsugikuni,Demon Slayer,Demon Slayer: Kimetsu no Yaiba -To the Hashira Training-,"[16, 28, 14]",1216221,425.147,2024-02-02,Demon Slayer: Kimetsu no Yaiba -To the Hashira Training-,6.287,242
35,4,INTP,Cognitive functions self-typing,Amy,Gone Girl,Gone Girl,"[9648, 53, 18]",210577,117.391,2014-10-01,Gone Girl,7.892,18127
36,5,INTJ,16Personalities,Charlie,The Perks of Being a Wallflower,Gone Girl,"[9648, 53, 18]",210577,117.391,2014-10-01,Gone Girl,7.892,18127
37,5,INTJ,16Personalities,Batman,Batman v Superman: Dawn Of Justice,Batman v Superman: Dawn of Justice,"[28, 12, 14]",209112,70.935,2016-03-23,Batman v Superman: Dawn of Justice,5.967,17593
38,5,INTJ,16Personalities,Tony Stark,Iron Man,Iron Man,"[28, 878, 12]",1726,172.395,2008-04-30,Iron Man,7.644,25770
39,5,INTJ,16Personalities,Otto,A Man Called Otto,A Man Called Otto,"[35, 18]",937278,96.714,2022-12-28,A Man Called Otto,7.761,2370
40,6,ENFJ,sakinorva,Katniss Everdeen,The Hunger Games (2012),The Hunger Games,"[878, 12, 14]",70160,34.172,2012-03-12,The Hunger Games,7.2,21471
41,6,ENFJ,sakinorva,Joy,Inside Out,Inside Out,"[16, 10751, 12, 18, 35]",150540,331.396,2015-06-09,Inside Out,7.914,20372
42,6,ENFJ,sakinorva,Elle Woods,Legally Blonde,Legally Blonde,"[35, 10749]",8835,91.553,2001-07-13,Legally Blonde,6.758,3825
43,6,ENFJ,sakinorva,Gwen Stacy,The Amazing Spider-man,The Amazing Spider-Man,"[28, 12, 878]",1930,121.666,2012-06-23,The Amazing Spider-Man,6.7,16897
44,7,ESTP,Keys 2 Cognition ,Ok Joo,Ballerina,Ballerina,"[16, 12, 35, 10751]",342473,50.049,2016-12-14,Ballerina,7.2,1821
45,7,ESTP,Keys 2 Cognition ,Sienna Shaw,Terrifier 2,Terrifier 2,"[27, 53]",663712,77.097,2022-10-06,Terrifier 2,6.8,1649
46,7,ESTP,Keys 2 Cognition ,Jordan Turner,The Call (2013),The Call,"[80, 53]",158011,27.074,2013-03-14,The Call,6.797,2812
47,7,ESTP,Keys 2 Cognition ,Erin Harson,You're Next (2011),You're Next,"[27, 53, 9648]",83899,24.287,2013-08-22,You're Next,6.596,2390
48,8,ESTJ,I don't remember but none of these,Gretchen Wieners,Mean Girls,Mean Girls,[35],673593,145.503,2024-01-10,Mean Girls,6.095,385
49,8,ESTJ,I don't remember but none of these,Ken,Barbie,Barbie,"[35, 12]",346698,539.162,2023-07-19,Barbie,7.056,8342
50,8,ESTJ,I don't remember but none of these,Miles Morales,Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse,"[16, 28, 12, 878]",324857,101.048,2018-12-06,Spider-Man: Into the Spider-Verse,8.404,15035
51,8,ESTJ,I don't remember but none of these,Tiana,The Princess and the Frog,The Princess and the Frog,"[16, 10749, 14, 10751]",10198,85.426,2009-12-08,The Princess and the Frog,7.206,5353
52,9,INFP,Cognitive functions self-typing,Emily,Corpse Bride,Corpse Bride,"[10749, 14, 16]",3933,103.562,2005-09-12,Corpse Bride,7.553,8773
53,9,INFP,Cognitive functions self-typing,Merida,Brave (2012),Brave,"[16, 12, 35, 10751, 28, 14]",62177,117.303,2012-06-21,Brave,7.018,13046
54,9,INFP,Cognitive functions self-typing,Belle,Beauty and the Beast,Beauty and the Beast,"[10751, 14, 10749]",321612,95.05,2017-03-16,Beauty and the Beast,6.969,15191
55,10,ENFP,Cognitive functions self-typing,Jiro Horikoshi,The Wind Rises,The Wind Rises,"[18, 16, 10749, 10752]",149870,42.593,2013-07-20,The Wind Rises,7.785,2871
56,10,ENFP,Cognitive functions self-typing,Gretta,Begin Again,Begin Again,"[35, 10402, 10749, 18]",198277,31.963,2013-09-07,Begin Again,7.238,3676
57,10,ENFP,Cognitive functions self-typing,Sakura Yamauchi,I Want to Eat Your Pancreas,I Want to Eat Your Pancreas,"[16, 18, 10749]",504253,39.228,2018-09-01,I Want to Eat Your Pancreas,8.226,1478
58,10,ENFP,Cognitive functions self-typing,Makoto Konno,The Girl Who Leapt Through Time,The Girl Who Leapt Through Time,"[14, 16, 18, 878]",14069,26.442,2006-07-15,The Girl Who Leapt Through Time,7.8,1953
59,11,INTJ,Sakinorva,Tony Stark , Iron Man,Iron Man 2,"[12, 28, 878]",10138,450.202,2010-04-28,Iron Man 2,6.84,20475
60,11,INTJ,Sakinorva,Phil ,The Hangover,The Hangover,[35],18785,89.054,2009-06-02,The Hangover,7.3,16403
61,11,INTJ,Sakinorva,Wade Wilson ,Deadpool,Deadpool,"[28, 12, 35]",293660,484.203,2016-02-09,Deadpool,7.612,29937
62,11,INTJ,Sakinorva,Sandie ,Last Night in Soho,Last Night in Soho,"[9648, 53, 27]",576845,43.205,2021-10-21,Last Night in Soho,7.338,3162
63,11,INTJ,Sakinorva,Willy Wonka ,Charlie and the Chocolate Factory (2005),Charlie and the Chocolate Factory,"[12, 35, 10751, 14]",118,113.615,2005-07-13,Charlie and the Chocolate Factory,7.05,14740
64,11,INTJ,Sakinorva,Sherlock Holmes ,Sherlock Holmes (2009),Sherlock Holmes,"[28, 12, 80, 9648]",10528,59.676,2009-12-23,Sherlock Holmes,7.211,13599
65,11,INTJ,Sakinorva,Kirk Lazarus ,Tropic Thunder,Tropic Thunder,"[28, 35, 12, 10752]",7446,92.043,2008-08-09,Tropic Thunder,6.665,5924
66,11,INTJ,Sakinorva,Alex Claremont-Diaz,"Red, White & Royal Blue","Red, White & Royal Blue","[35, 10749]",930094,75.346,2023-07-27,"Red, White & Royal Blue",8.016,1144
67,11,INTJ,Sakinorva,Hannibal Lecter ,The Silence of the Lambs,The Silence of the Lambs,"[80, 18, 53]",274,18.132,1991-02-14,The Silence of the Lambs,8.347,15788
68,11,INTJ,Sakinorva,Merlin,Kingsman: The Secret Service,Kingsman: The Secret Service,"[80, 35, 28, 12]",207703,100.609,2014-12-13,Kingsman: The Secret Service,7.634,16229
69,12,ENTP,Cognitive functions self-typing,Ranchoddas Shamaldas Chanchad,3 Idiots,3 Idiots,"[18, 35]",20453,45.07,2009-12-23,3 Idiots,7.99,2276
70,12,ENTP,Cognitive functions self-typing,Bowler Hat Guy, Meet the Robinsons,Meet the Robinsons,"[16, 35, 10751]",1267,48.217,2007-03-23,Meet the Robinsons,6.905,2737
71,12,ENTP,Cognitive functions self-typing,Ralph,Wreck-it-Ralph,Wreck-It Ralph,"[10751, 16, 35, 12]",82690,71.414,2012-11-01,Wreck-It Ralph,7.338,11986
72,12,ENTP,Cognitive functions self-typing,Capt. Manuel,Seven Sundays,Seven Sundays,"[18, 10751]",480651,11.384,2017-10-11,Seven Sundays,8.1,11
73,13,INFP,Cognitive functions self-typing,Satoru Gojo,Jujutsu Kaisen 0,Jujutsu Kaisen 0,"[16, 28, 14]",810693,75.556,2021-12-24,Jujutsu Kaisen 0,8.197,1291
74,13,INFP,Cognitive functions self-typing,Amy Elliott Dunne,Gone Girl,Gone Girl,"[9648, 53, 18]",210577,117.391,2014-10-01,Gone Girl,7.892,18127
75,13,INFP,Cognitive functions self-typing,Uta,One Piece Film: Red (2022),One Piece Film Red,"[16, 12, 28, 14, 10402]",900667,71.645,2022-08-06,One Piece Film Red,7.269,904
76,13,INFP,Cognitive functions self-typing,Enola Holmes,Enola Holmes,Enola Holmes,"[12, 9648, 80]",497582,51.918,2020-09-23,Enola Holmes,7.286,5842
77,14,ISTJ,I used bott 16p and cognitive func (Ã¢ÂÂ Ã¢ÂÂÃ¢ÂÂ Ã¢ÂÂ¢Ã¢ÂÂ Ã¡Â´ÂÃ¢ÂÂ Ã¢ÂÂ¢Ã¢ÂÂ Ã¢ÂÂÃ¢ÂÂ ),Bryan,7 Sundays,Seven Sundays,"[18, 10751]",480651,11.384,2017-10-11,Seven Sundays,8.1,11
78,14,ISTJ,I used bott 16p and cognitive func (Ã¢ÂÂ Ã¢ÂÂÃ¢ÂÂ Ã¢ÂÂ¢Ã¢ÂÂ Ã¡Â´ÂÃ¢ÂÂ Ã¢ÂÂ¢Ã¢ÂÂ Ã¢ÂÂÃ¢ÂÂ ),Weird Barbie,Barbie,Barbie,"[35, 12]",346698,539.162,2023-07-19,Barbie,7.056,8342
79,14,ISTJ,I used bott 16p and cognitive func (Ã¢ÂÂ Ã¢ÂÂÃ¢ÂÂ Ã¢ÂÂ¢Ã¢ÂÂ Ã¡Â´ÂÃ¢ÂÂ Ã¢ÂÂ¢Ã¢ÂÂ Ã¢ÂÂÃ¢ÂÂ ),Sang-Hwa,Train to Busan,Train to Busan,"[27, 53, 28, 12]",396535,77.74,2016-07-20,Train to Busan,7.752,7118
80,14,ISTJ,I used bott 16p and cognitive func (Ã¢ÂÂ Ã¢ÂÂÃ¢ÂÂ Ã¢ÂÂ¢Ã¢ÂÂ Ã¡Â´ÂÃ¢ÂÂ Ã¢ÂÂ¢Ã¢ÂÂ Ã¢ÂÂÃ¢ÂÂ ),Anne Wheeler,The Greatest Showman,The Greatest Showman,[18],316029,114.467,2017-12-20,The Greatest Showman,7.897,9151
81,15,INFJ,16Personalities,Natasha Romanoff,Avengers: Endgame ,Avengers: Endgame,"[12, 878, 28]",299534,270.643,2019-04-24,Avengers: Endgame,8.3,24916
82,15,INFJ,16Personalities,Hermione Granger,Harry Potter,Harry Potter and the Philosopher's Stone,"[12, 14]",671,169.942,2001-11-16,Harry Potter and the Philosopher's Stone,7.913,26591
83,15,INFJ,16Personalities,Jo March,Little Women,Little Women,"[18, 10749]",331482,71.313,2019-12-25,Little Women,7.883,6056
84,15,INFJ,16Personalities,Charlotte,Lost in Translation,Lost in Translation,"[18, 10749]",153,99.17,2003-09-18,Lost in Translation,7.395,7078
85,16,INFP,16Personalities,Luna Lovegood,Harry Potter and the Order of the Phoenix,Harry Potter and the Order of the Phoenix,"[12, 14]",675,122.416,2007-07-08,Harry Potter and the Order of the Phoenix,7.681,18939
86,16,INFP,16Personalities,Dani,Midsommar,Midsommar,"[27, 18, 9648]",530385,79.786,2019-07-03,Midsommar,7.2,6751
87,16,INFP,16Personalities,Juli Baker,Flipped,Flipped,"[10749, 18]",43949,51.479,2010-08-06,Flipped,7.999,2845
88,16,INFP,16Personalities,Stella Mate,Crying Ladies,Crying Ladies,[35],133688,4.534,2003-12-25,Crying Ladies,4.7,7
89,16,INFP,16Personalities,Maya,Birdshot,Birdshot,"[53, 18, 9648]",434376,6.765,2017-08-16,Birdshot,6.3,30
90,17,INFP,Cognitive functions self-typing,Maria Posada,The Book of Life,The Book of Life,"[16, 12, 35, 10751, 14]",228326,34.366,2014-10-01,The Book of Life,7.544,2576
91,17,INFP,Cognitive functions self-typing,Poppy Moore,Wild Child,Wild Child,"[35, 18, 10749]",13971,41.774,2008-08-15,Wild Child,6.715,1800
92,17,INFP,Cognitive functions self-typing,Jiro Horikoshi,The wind rises,The Wind Rises,"[18, 16, 10749, 10752]",149870,42.593,2013-07-20,The Wind Rises,7.785,2871
93,17,INFP,Cognitive functions self-typing,Cinderella,Cinderella,Cinderella,"[14, 10749, 35]",593910,199.411,2021-09-03,Cinderella,6.379,1338
94,17,INFP,Cognitive functions self-typing,Belle,Beauty and the Beast,Beauty and the Beast,"[10751, 14, 10749]",321612,95.05,2017-03-16,Beauty and the Beast,6.969,15191
95,17,INFP,Cognitive functions self-typing,Haku,Spirited away,Spirited Away,"[16, 10751, 14]",129,111.345,2001-07-20,Spirited Away,8.536,15951
96,17,INFP,Cognitive functions self-typing,Mia,The Princess Diaries,The Princess Diaries,"[35, 10751, 10749]",9880,55.575,2001-08-03,The Princess Diaries,6.95,4779
97,17,INFP,Cognitive functions self-typing,Maaya Kisaragi,"And Yet, You Are So Sweet ","And Yet, You Are So Sweet","[10749, 18]",1029484,5.961,2023-03-03,"And Yet, You Are So Sweet",6.0,1
98,17,INFP,Cognitive functions self-typing,Regina George,Mean Girls,Mean Girls,[35],673593,145.503,2024-01-10,Mean Girls,6.095,385
99,17,INFP,Cognitive functions self-typing,Alice,Alice in Wonderland,Alice in Wonderland,"[10751, 14, 12]",12155,92.641,2010-03-03,Alice in Wonderland,6.636,13588
100,18,ENFP,16Personalities,Olaf,frozen (2013),Frozen,"[16, 10751, 12, 14]",109445,133.204,2013-11-20,Frozen,7.247,16099
101,18,ENFP,16Personalities,Mirabel,encanto,Encanto,"[16, 35, 10751, 14]",568124,139.31,2021-10-13,Encanto,7.606,9176
102,18,ENFP,16Personalities,Clawhauser,zootopia,Zootopia,"[16, 12, 10751, 35]",269149,147.091,2016-02-11,Zootopia,7.747,15848
103,18,ENFP,16Personalities,Abby,turning red,Turning Red,"[16, 10751, 35, 14]",508947,455.313,2022-03-10,Turning Red,7.389,4972
104,18,ENFP,16Personalities,Ken,barbie,Barbie,"[35, 12]",346698,539.162,2023-07-19,Barbie,7.056,8342
105,18,ENFP,16Personalities,honey lemon,big hero 6,Big Hero 6,"[12, 10751, 16, 28, 35]",177572,109.658,2014-10-24,Big Hero 6,7.734,15218
106,19,ENFP,16Personalities,Katniss Everdeen ,The Hunger Games (2012),The Hunger Games,"[878, 12, 14]",70160,34.172,2012-03-12,The Hunger Games,7.2,21471
107,19,ENFP,16Personalities,Debbie ,Ocean's 8,Ocean's Eight,"[80, 35, 28]",402900,249.458,2018-06-07,Ocean's Eight,6.984,8097
108,19,ENFP,16Personalities,Roxy ,Kingsman: The Secret Service,Kingsman: The Secret Service,"[80, 35, 28, 12]",207703,100.609,2014-12-13,Kingsman: The Secret Service,7.634,16229
109,19,ENFP,16Personalities,Rachel Chu ,Crazy Rich Asians,Crazy Rich Asians,"[35, 10749]",455207,170.085,2018-08-15,Crazy Rich Asians,7.066,3519
110,19,ENFP,16Personalities,Elle Woods ,Legally Blonde,Legally Blonde,"[35, 10749]",8835,91.553,2001-07-13,Legally Blonde,6.758,3825
111,19,ENFP,16Personalities,Chris Gardner,The Pursuit of Happyness,The Pursuit of Happyness,[18],1402,56.118,2006-12-14,The Pursuit of Happyness,7.902,9579
112,19,ENFP,16Personalities,Lucy Gray ,The Ballad of Songbirds and Snakes (2023),The Hunger Games: The Ballad of Songbirds & Snakes,"[18, 878, 28]",695721,139.105,2023-11-15,The Hunger Games: The Ballad of Songbirds & Snakes,7.156,2207
113,19,ENFP,16Personalities,Julie ,Warm Bodies,Warm Bodies,"[27, 35, 10749]",82654,29.685,2013-01-31,Warm Bodies,6.446,5915
114,19,ENFP,16Personalities,Trinity ,Matrix,Matrix,[],555879,3.274,1998-12-31,Matrix,6.9,26
115,19,ENFP,16Personalities,Marta Cabrera ,Knives Out,Knives Out,"[35, 80, 9648]",546554,124.913,2019-11-27,Knives Out,7.849,11884
116,20,ENFP,keys2cognition.com and dove into cognitive functions,Juli Baker,Flipped,Flipped,"[10749, 18]",43949,51.479,2010-08-06,Flipped,7.999,2845
117,20,ENFP,keys2cognition.com and dove into cognitive functions,Merida,Brave (2012),Brave,"[16, 12, 35, 10751, 28, 14]",62177,117.303,2012-06-21,Brave,7.018,13046
118,20,ENFP,keys2cognition.com and dove into cognitive functions,Rapunzel,Tangled,Tangled,"[16, 10751]",38757,142.839,2010-11-24,Tangled,7.607,11083
119,20,ENFP,keys2cognition.com and dove into cognitive functions,Spirit,Spirit: Stallion of the Cimarron,Spirit: Stallion of the Cimarron,"[16, 12, 35, 10751, 18, 37, 10749]",9023,62.393,2002-05-24,Spirit: Stallion of the Cimarron,7.693,4414
120,20,ENFP,keys2cognition.com and dove into cognitive functions,Elizabeth Bennet,Pride and Prejudice (2005),Pride & Prejudice,"[18, 10749]",4348,86.222,2005-09-16,Pride & Prejudice,8.08,7786
121,21,INFP,16Personalities,Nicole Barber,Marriage Story,Marriage Story,[18],492188,50.293,2019-09-28,Marriage Story,7.744,6745
122,21,INFP,16Personalities,Lisa,Ponyo,Ponyo,"[16, 14, 10751]",12429,64.057,2008-07-19,Ponyo,7.744,4104
123,21,INFP,16Personalities,Shouko Nishimiya,A Silent Voice,A Silent Voice: The Movie,"[16, 18]",378064,49.398,2016-09-17,A Silent Voice: The Movie,8.381,3799
124,21,INFP,16Personalities,Linda Go,Mano Po 1: My Family,Mano Po,[18],352709,5.183,2002-12-25,Mano Po,7.2,8
125,21,INFP,16Personalities,Lin,Spirited Away,Spirited Away,"[16, 10751, 14]",129,111.345,2001-07-20,Spirited Away,8.536,15951
126,21,INFP,16Personalities,Chiron,Moonlight,Moonlight,[18],376867,46.747,2016-10-21,Moonlight,7.391,6866
127,21,INFP,16Personalities,Dory,Finding Nemo,Finding Nemo,"[16, 10751]",12,158.35,2003-05-30,Finding Nemo,7.823,18754
128,21,INFP,16Personalities,Karen Smith,Mean Girls,Mean Girls,[35],673593,145.503,2024-01-10,Mean Girls,6.095,385
129,21,INFP,16Personalities,Sebastian Wilder,La La Land (2016),La La Land,"[35, 18, 10749, 10402]",313369,61.05,2016-11-29,La La Land,7.902,16350
130,21,INFP,16Personalities,Sadness,Inside Out,Inside Out,"[16, 10751, 12, 18, 35]",150540,331.396,2015-06-09,Inside Out,7.914,20372
131,22,INFP,All in one personality test,Tiana,The Princess and the Frog,The Princess and the Frog,"[16, 10749, 14, 10751]",10198,85.426,2009-12-08,The Princess and the Frog,7.206,5353
132,22,INFP,All in one personality test,Belle,beauty and the beast,Beauty and the Beast,"[10751, 14, 10749]",321612,95.05,2017-03-16,Beauty and the Beast,6.969,15191
133,22,INFP,All in one personality test,Mulan,mulan,Mulan,"[16, 10751, 12]",10674,109.864,1998-06-18,Mulan,7.912,9321
134,22,INFP,All in one personality test,Enola Holmes,Enola Holmes,Enola Holmes,"[12, 9648, 80]",497582,51.918,2020-09-23,Enola Holmes,7.286,5842
135,23,INTP,16Personalities,Ashitaka ,Princess Mononoke,Princess Mononoke,"[12, 14, 16]",128,68.895,1997-07-12,Princess Mononoke,8.3,7700
136,23,INTP,16Personalities, Hiromitsu Kosuke ,No Longer Heroine,No Longer Heroine,"[35, 18, 10749]",341540,13.101,2015-09-19,No Longer Heroine,6.698,63
137,23,INTP,16Personalities,Howl Jenkins Pendragon,Howl's Moving Castle,Howl's Moving Castle,"[14, 16, 12]",4935,144.626,2004-09-09,Howl's Moving Castle,8.408,9469
138,23,INTP,16Personalities,Dirk Burton ,Left Behind,Left Behind,"[53, 28, 878]",218043,61.449,2014-10-03,Left Behind,4.23,1249
139,23,INTP,16Personalities,Jiro Horikoshi ,The Wind Rises,The Wind Rises,"[18, 16, 10749, 10752]",149870,42.593,2013-07-20,The Wind Rises,7.785,2871
140,23,INTP,16Personalities,Marnie ,When Marnie Was There,When Marnie Was There,"[16, 18, 10751, 9648]",242828,40.254,2014-07-19,When Marnie Was There,7.9,1723
141,23,INTP,16Personalities,Tewksbury ,Enola Holmes,Enola Holmes,"[12, 9648, 80]",497582,51.918,2020-09-23,Enola Holmes,7.286,5842
142,24,ISFP,Personality Max,Alice Cullen,Twilight,Twilight,"[14, 18, 10749]",8966,112.047,2008-11-20,Twilight,6.29,13143
143,24,ISFP,Personality Max,Rapunzel,Tangled,Tangled,"[16, 10751]",38757,142.839,2010-11-24,Tangled,7.607,11083
144,24,ISFP,Personality Max,Luna Lovegood,Harry Potter and the Order of the Phoenix,Harry Potter and the Order of the Phoenix,"[12, 14]",675,122.416,2007-07-08,Harry Potter and the Order of the Phoenix,7.681,18939
145,24,ISFP,Personality Max,Cedric Diggory,Harry Potter and the Goblet of Fire,Harry Potter and the Goblet of Fire,"[12, 14]",674,125.941,2005-11-16,Harry Potter and the Goblet of Fire,7.815,20116
146,25,INTP,Cognitive functions self-typing,Gavroche,Les Miserables,Les Miserables,[18],48750,10.367,1995-03-22,Les Miserables,6.815,62
147,25,INTP,Cognitive functions self-typing,Kyojuro Rengoku,Demon Slayer Mugen Train,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,"[28, 16, 12, 14, 53]",635302,90.332,2020-10-16,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,8.229,3707
148,25,INTP,Cognitive functions self-typing,Enjolras,Les Miserables,Les Miserables,[18],48750,10.367,1995-03-22,Les Miserables,6.815,62
149,25,INTP,Cognitive functions self-typing,Sonic,Sonic the Hedgehog,Sonic the Hedgehog,"[28, 878, 35, 10751]",454626,90.11,2020-02-12,Sonic the Hedgehog,7.328,9264
150,26,ISTP,Cognitive functions self-typing,Jace Wayland ,The Mortal Instruments: City of Bones,The Mortal Instruments: City of Bones,"[14, 28, 9648]",123553,42.929,2013-08-21,The Mortal Instruments: City of Bones,6.439,4372
151,26,ISTP,Cognitive functions self-typing,Katniss Everdeen ,The Hunger Games (2012),The Hunger Games,"[878, 12, 14]",70160,34.172,2012-03-12,The Hunger Games,7.2,21471
152,26,ISTP,Cognitive functions self-typing,Shrek ,Shrek (2001),Shrek,"[16, 35, 14, 12, 10751]",808,153.778,2001-05-18,Shrek,7.741,16578
153,26,ISTP,Cognitive functions self-typing,John Wick ,John Wick (2014),John Wick,"[28, 53]",245891,109.311,2014-10-22,John Wick,7.43,18684
154,26,ISTP,Cognitive functions self-typing,Fa Mulan ,Mulan,Mulan,"[16, 10751, 12]",10674,109.864,1998-06-18,Mulan,7.912,9321
155,26,ISTP,Cognitive functions self-typing,Levi Ackerman ,Attack on Titan,Attack on Titan,"[27, 28, 878]",295830,29.541,2015-08-01,Attack on Titan,6.052,715
156,26,ISTP,Cognitive functions self-typing,Kate Dibiasky ,Don't Look Up ,Don't Look Up,"[35, 878, 18]",646380,143.482,2021-12-07,Don't Look Up,7.102,7860
157,27,INTP,16Personalities,Luna Lovegood,Harry Potter and the Order of the Phoenix,Harry Potter and the Order of the Phoenix,"[12, 14]",675,122.416,2007-07-08,Harry Potter and the Order of the Phoenix,7.681,18939
